run_id,tag,round,global_acc,lr,replay_ratio,notes,global_loss,ema_loss,forget_mean,forget_max,divergence,best_acc_so_far,was_rollback,comm_bytes_round,comm_bytes_cum,aulc_running,protected_basis_exists,protected_basis_rank,protected_basis_rank_by_layer,protected_basis_rank_after_update,protected_orthonormality_error,protected_orthonormality_error_by_layer,gradient_energy_inside,gradient_energy_outside,beta_hat,rho_hat,basis_construction_seconds,measurement_overhead_seconds,gradient_measurement_count
20260816-102722,full_s42_fixed_epochs5_pat2_dirichlet_a01_measure,0,0.2352,0.0001,0.5,fixed (paper CL default),3.833012052154541,4.419590739517211,0.007499999832361937,0.3700000047683716,0.034537957291448484,0.2352,False,359289984,359289984,0.2352,False,0,{},64,0.0,{},0.0,0.0,,,0.21378669599994282,10.57871841399924,0
20260816-102722,full_s42_fixed_epochs5_pat2_dirichlet_a01_measure,1,0.3532,0.0001,0.5,fixed (paper CL default),3.3092224662780763,4.08648025754547,0.01230000052601099,0.3100000023841858,0.20794492316049804,0.3532,False,359289984,718579968,0.2942,True,64,"{""fc"": 32, ""layer4_1_conv2"": 32}",64,1.8035005950878258e-06,"{""fc"": 1.8035005950878258e-06, ""layer4_1_conv2"": 1.2021965858366457e-06}",598.6736969170161,238.39876245288178,0.7151993715904403,0.5336671513308258,0.00618982099990717,53.61946348699962,53
20260816-102722,full_s42_fixed_epochs5_pat2_dirichlet_a01_measure,2,0.422,0.0001,0.5,fixed (paper CL default),2.971119482421875,3.7518720250083915,0.01730000041425228,0.3100000023841858,0.08934434116491377,0.422,False,359289984,1077869952,0.3368,True,64,"{""fc"": 32, ""layer4_1_conv2"": 32}",64,1.8035005950878258e-06,"{""fc"": 1.8035005950878258e-06, ""layer4_1_conv2"": 1.2021965858366457e-06}",514.1131098708138,279.1538000078872,0.6480959982932183,0.5932149709058095,0.006801610999900731,53.42185003700047,54
20260816-102722,full_s42_fixed_epochs5_pat2_dirichlet_a01_measure,3,0.4719,0.0001,0.5,fixed (paper CL default),2.800716574859619,3.46652538996376,0.02370000071823597,0.3700000047683716,0.07242999515833867,0.4719,False,359289984,1437159936,0.370575,True,64,"{""fc"": 32, ""layer4_1_conv2"": 32}",64,1.8035005950878258e-06,"{""fc"": 1.8035005950878258e-06, ""layer4_1_conv2"": 1.2021965858366457e-06}",481.54211863316596,301.47992675192654,0.6149790053437659,0.6205006000450223,0.006438740999783477,53.23120152199908,54
20260816-102722,full_s42_fixed_epochs5_pat2_dirichlet_a01_measure,4,0.4881,0.0001,0.5,fixed (paper CL default),2.6836578693389894,3.2316651337763287,0.03440000116825104,0.3799999952316284,0.07625718985243714,0.4881,False,359289984,1796449920,0.39408,True,64,"{""fc"": 32, ""layer4_1_conv2"": 32}",64,1.8035005950878258e-06,"{""fc"": 1.8035005950878258e-06, ""layer4_1_conv2"": 1.2021965858366457e-06}",484.5923770503141,294.73258496588096,0.6218104137157655,0.6149712076871837,0.006192071999976179,53.39729219799938,54
20260816-102722,full_s42_fixed_epochs5_pat2_dirichlet_a01_measure,5,0.5018,0.0001,0.5,fixed (paper CL default),2.5558701850891112,3.028926649170163,0.04180000349879265,0.34999996423721313,0.07767961100130663,0.5018,False,359289984,2155739904,0.4120333333333333,True,64,"{""fc"": 32, ""layer4_1_conv2"": 32}",64,1.8035005950878258e-06,"{""fc"": 1.8035005950878258e-06, ""layer4_1_conv2"": 1.2021965858366457e-06}",494.88336394680664,288.3880175841041,0.6318159652144473,0.6067817027445301,0.005311753999649227,56.09684489700203,54
20260816-102722,full_s42_fixed_epochs5_pat2_dirichlet_a01_measure,6,0.528,0.0001,0.5,fixed (paper CL default),2.441500260925293,2.852698732696702,0.03790000081062317,0.32999998331069946,0.07676207858755178,0.528,False,359289984,2515029888,0.4286,True,64,"{""fc"": 32, ""layer4_1_conv2"": 32}",64,1.8035005950878258e-06,"{""fc"": 1.8035005950878258e-06, ""layer4_1_conv2"": 1.2021965858366457e-06}",480.983133779373,273.6450574309565,0.6373776375991671,0.6021813368087985,0.008910075000130746,57.82675619600059,54
