run_id,tag,round,client,epoch,lr,replay_ratio,cl_batch,cl_batch_size,train_loss,train_acc,val_loss,val_acc
20251125-130147,cifar100_fixed_s43,0,0,1,0.0001,0.5,1,5242,4.058209203538441,15.862960568842922,3.637287509441376,21.52
20251125-130147,cifar100_fixed_s43,0,0,2,0.0001,0.5,1,5242,2.8963274501618885,46.73788630293781,2.802783703804016,38.54
20251125-130147,cifar100_fixed_s43,0,0,3,0.0001,0.5,1,5242,2.131361887568519,64.45377082538471,2.3356573462486265,49.16
20251125-130147,cifar100_fixed_s43,0,0,4,0.0001,0.5,1,5242,1.6072878951118106,75.58183899275086,2.1238282322883606,53.22
20251125-130147,cifar100_fixed_s43,0,0,5,0.0001,0.5,1,5242,1.2005297002338229,83.63220144982832,1.939349001646042,56.62
20251125-130147,cifar100_fixed_s43,0,0,6,0.0001,0.5,1,5242,0.9167639442852565,87.96896858705328,1.7520959436893464,60.0
20251125-130147,cifar100_fixed_s43,0,0,7,0.0001,0.5,1,5242,0.6820501202628726,92.73814065878163,1.6888575673103332,60.82
20251125-130147,cifar100_fixed_s43,0,0,8,0.0001,0.5,1,5242,0.4954927606242044,95.96845987536564,1.592846143245697,61.3
20251125-130147,cifar100_fixed_s43,0,0,9,0.0001,0.5,1,5242,0.35967965920766193,97.50731273050998,1.5693556427955628,62.0
20251125-130147,cifar100_fixed_s43,0,0,10,0.0001,0.5,1,5242,0.2555387949659711,98.82996311840265,1.5269074320793152,62.6
20251125-130147,cifar100_fixed_s43,0,0,11,0.0001,0.5,1,5242,0.18883576350552694,99.41498155920132,1.5028331398963928,62.46
20251125-130147,cifar100_fixed_s43,0,0,12,0.0001,0.5,1,5242,0.13814493126812435,99.80923311713087,1.486652147769928,62.46
20251125-130147,cifar100_fixed_s43,0,0,13,0.0001,0.5,1,5242,0.1036268678449449,99.75836194836576,1.489145529270172,63.26
20251125-130147,cifar100_fixed_s43,0,0,14,0.0001,0.5,1,5242,0.07888786246379216,99.93641103904362,1.4545780062675475,63.48
20251125-130147,cifar100_fixed_s43,0,0,15,0.0001,0.5,1,5242,0.0624260049135912,99.9491288312349,1.454096657037735,64.0
20251125-130147,cifar100_fixed_s43,0,0,16,0.0001,0.5,1,5242,0.05007625655049369,99.9491288312349,1.4400050520896912,64.32
20251125-130147,cifar100_fixed_s43,0,0,17,0.0001,0.5,1,5242,0.04061811186728023,100.0,1.4521247088909148,63.5
20251125-130147,cifar100_fixed_s43,0,0,18,0.0001,0.5,1,5242,0.0346452057184208,100.0,1.4434927225112915,63.1
20251125-130147,cifar100_fixed_s43,0,0,19,0.0001,0.5,1,5242,0.029981177477609543,100.0,1.4298859119415284,63.66
20251125-130147,cifar100_fixed_s43,0,0,20,0.0001,0.5,1,5242,0.02531649296482404,100.0,1.435638928413391,63.54
20251125-130147,cifar100_fixed_s43,0,1,1,0.0001,0.5,1,5242,4.101106110073271,14.828700711053653,3.7142003178596497,20.56
20251125-130147,cifar100_fixed_s43,0,1,2,0.0001,0.5,1,5242,2.9091361477261497,46.839628640468014,2.8194155216217043,39.72
20251125-130147,cifar100_fixed_s43,0,1,3,0.0001,0.5,1,5242,2.148649465470087,64.04680147526389,2.323182427883148,50.16
20251125-130147,cifar100_fixed_s43,0,1,4,0.0001,0.5,1,5242,1.5853241341454642,75.56912120055958,2.0836827754974365,54.28
20251125-130147,cifar100_fixed_s43,0,1,5,0.0001,0.5,1,5242,1.1974859464736212,82.15693755564034,1.9169229090213775,57.4
20251125-130147,cifar100_fixed_s43,0,1,6,0.0001,0.5,1,5242,0.9007805812926519,88.38865572936538,1.7680761098861695,59.7
20251125-130147,cifar100_fixed_s43,0,1,7,0.0001,0.5,1,5242,0.6770505763235546,92.91618974945949,1.6663660287857056,61.12
20251125-130147,cifar100_fixed_s43,0,1,8,0.0001,0.5,1,5242,0.48702503953661236,96.17194455042605,1.6132274448871613,61.14
20251125-130147,cifar100_fixed_s43,0,1,9,0.0001,0.5,1,5242,0.3520879050095876,97.62177286023146,1.5446471512317657,62.76
20251125-130147,cifar100_fixed_s43,0,1,10,0.0001,0.5,1,5242,0.25521975329944063,98.94442324812412,1.5185108065605164,62.64
20251125-130147,cifar100_fixed_s43,0,1,11,0.0001,0.5,1,5242,0.17950594709033058,99.44041714358387,1.4815745413303376,62.86
20251125-130147,cifar100_fixed_s43,0,1,12,0.0001,0.5,1,5242,0.13425316626117342,99.63118402645301,1.4785448014736176,63.1
20251125-130147,cifar100_fixed_s43,0,1,13,0.0001,0.5,1,5242,0.10109264261665799,99.84738649370469,1.44431214928627,63.34
20251125-130147,cifar100_fixed_s43,0,1,14,0.0001,0.5,1,5242,0.07514849908295132,99.96184662342617,1.4483545422554016,63.46
20251125-130147,cifar100_fixed_s43,0,1,15,0.0001,0.5,1,5242,0.0594685696775005,99.98728220780872,1.4429620206356049,63.0
20251125-130147,cifar100_fixed_s43,0,1,16,0.0001,0.5,1,5242,0.0485041414697965,99.96184662342617,1.4320358097553254,63.08
20251125-130147,cifar100_fixed_s43,0,1,17,0.0001,0.5,1,5242,0.04018435183735121,100.0,1.431885677576065,63.4
20251125-130147,cifar100_fixed_s43,0,1,18,0.0001,0.5,1,5242,0.03389672801962921,100.0,1.4271386921405793,63.52
20251125-130147,cifar100_fixed_s43,0,1,19,0.0001,0.5,1,5242,0.029277822002768517,100.0,1.4295023024082183,63.6
20251125-130147,cifar100_fixed_s43,0,1,20,0.0001,0.5,1,5242,0.025258973240852356,100.0,1.4148341298103333,64.06
