run_id,tag,round,client,epoch,lr,replay_ratio,cl_batch,cl_batch_size,train_loss,train_acc,val_loss,val_acc
20251014-181742,controller,0,0,1,0.0001,0.5,1,5242,4.27578379994347,14.130575307045895,3.9399270534515383,21.62
20251014-181742,controller,0,0,2,0.0001,0.5,1,5242,3.458938871111189,40.086480986900675,3.2046600818634032,34.0
20251014-181742,controller,0,0,3,0.0001,0.5,1,5242,2.807682536897205,52.67709525626351,2.8103339672088623,44.1
20251014-181742,controller,0,0,4,0.0001,0.5,1,5242,2.2904426143282937,63.77972783924711,2.4839212894439697,51.3
20251014-181742,controller,0,0,5,0.0001,0.5,1,5242,1.8580957083475023,72.66946458094874,2.1938309192657472,54.98
20251014-181742,controller,0,0,6,0.0001,0.5,1,5242,1.4745532898675828,79.71512145491543,2.066847026348114,57.48
20251014-181742,controller,0,0,7,0.0001,0.5,1,5242,1.1538132485889254,85.23464326592904,1.8657131016254425,59.78
20251014-181742,controller,0,0,8,0.0001,0.5,1,5242,0.8863940437634786,90.33447793463054,1.7825184345245362,60.78
20251014-181742,controller,0,0,9,0.0001,0.5,1,5242,0.6864596605300903,93.47577260587562,1.6868169486522675,62.1
20251014-181742,controller,0,0,10,0.0001,0.5,1,5242,0.5012515343370891,96.4517359786341,1.648945266008377,62.38
20251014-181742,controller,0,0,11,0.0001,0.5,1,5242,0.36243054838407607,98.14320234007376,1.6159870445728302,62.4
20251014-181742,controller,0,0,12,0.0001,0.5,1,5242,0.2688776510102408,98.82996311840265,1.5326412439346313,64.04
20251014-181742,controller,0,0,13,0.0001,0.5,1,5242,0.2004347699029105,99.2750858450973,1.547757911682129,63.56
20251014-181742,controller,0,0,14,0.0001,0.5,1,5242,0.1450949971164976,99.68205519521811,1.4955808341503143,63.8
20251014-181742,controller,0,0,15,0.0001,0.5,1,5242,0.10991271904536656,99.91097545466107,1.4838567197322845,64.16
20251014-181742,controller,0,0,16,0.0001,0.5,1,5242,0.08380323825847535,99.93641103904362,1.500363790988922,64.22
20251014-181742,controller,0,0,17,0.0001,0.5,1,5242,0.06322877180008661,100.0,1.4527804493904113,64.64
20251014-181742,controller,0,0,18,0.0001,0.5,1,5242,0.051412406067053475,99.98728220780872,1.4613276302814484,64.52
20251014-181742,controller,0,0,19,0.0001,0.5,1,5242,0.04285013445076488,99.98728220780872,1.4574931204319,64.26
20251014-181742,controller,0,0,20,0.0001,0.5,1,5242,0.036301300107013615,100.0,1.4553453028202057,64.32
20251014-181742,controller,0,1,1,0.0001,0.5,1,5242,4.26969465755281,15.08726567550097,3.9351739287376404,22.24
20251014-181742,controller,0,1,2,0.0001,0.5,1,5242,3.4502828348250616,40.150069947857055,3.251879405975342,34.28
20251014-181742,controller,0,1,3,0.0001,0.5,1,5242,2.8037916138058616,52.295561490525245,2.7823200821876526,43.18
20251014-181742,controller,0,1,4,0.0001,0.5,1,5242,2.2586634499686107,63.24558056721353,2.4457831978797913,49.58
20251014-181742,controller,0,1,5,0.0001,0.5,1,5242,1.814228852589925,71.81737250413329,2.2105883717536927,53.72
20251014-181742,controller,0,1,6,0.0001,0.5,1,5242,1.44119511899494,79.68968587053287,2.01131157875061,58.56
20251014-181742,controller,0,1,7,0.0001,0.5,1,5242,1.1363837321599324,84.87854508457332,1.899645560979843,59.94
20251014-181742,controller,0,1,8,0.0001,0.5,1,5242,0.8807596791358221,89.54597481877146,1.7718363463878632,62.0
