run_id,tag,round,global_acc,lr,replay_ratio,notes,global_loss,ema_loss,forget_mean,forget_max,divergence,best_acc_so_far,was_rollback,comm_bytes_round,comm_bytes_cum,aulc_running
20251120-192217,teacher_cifar100_v4_s42,0,0.6144,0.0001,0.5,"warmup (fixed defaults) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.3325162647247315,4.269442003822326,0.0,0.0,0.005757140925030329,0.6144,False,359289984,359289984,0.6144
20251120-192217,teacher_cifar100_v4_s42,1,0.613,0.0001,0.5,"warmup (fixed defaults) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.266197337722778,3.968468603992462,0.02330000139772892,0.1600000262260437,0.016978479082387095,0.6144,False,359289984,718579968,0.6136999999999999
20251120-192217,teacher_cifar100_v4_s42,2,0.6072,0.0001,0.5,"policy_v4 | deadband(|dacc|<0.003) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.213006244659424,3.7418298961925505,0.03530000150203705,0.24000000953674316,0.010929929400419314,0.6144,False,359289984,1077869952,0.6115333333333333
20251120-192217,teacher_cifar100_v4_s42,3,0.6076,0.0001,0.45,"policy_v4 | replay↓ (forget low) | lr↓ (dacc<0) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.1660250522613524,3.569088443013191,0.0405999980866909,0.2200000286102295,0.011024830709357308,0.6144,False,359289984,1437159936,0.6105499999999999
20251120-192217,teacher_cifar100_v4_s42,4,0.6149,0.0001,0.45,"policy_v4 | deadband(|dacc|<0.003) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.1471142597198485,3.4424961880251876,0.0406000055372715,0.2500000298023224,0.010606497875708422,0.6149,False,359289984,1796449920,0.61142
20251120-192217,teacher_cifar100_v4_s42,5,0.6179,0.00013500000000000003,0.4,"policy_v4 | replay↓ (forget low) | lr↑ (loss high & improving) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.1362001304626466,3.350607370756425,0.048899997025728226,0.2500000298023224,0.012235336955537706,0.6179,False,359289984,2155739904,0.6124999999999999
20251120-192217,teacher_cifar100_v4_s42,6,0.62,0.00018225000000000004,0.35000000000000003,"policy_v4 | replay↓ (forget low) | lr↑ (loss high & improving) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.106096682357788,3.2772541642368336,0.05590000003576279,0.34999996423721313,0.008185923552606856,0.62,False,359289984,2515029888,0.6135714285714285
