run_id,tag,round,global_acc,lr,replay_ratio,notes,global_loss,ema_loss,forget_mean,forget_max,divergence,best_acc_so_far,was_rollback,comm_bytes_round,comm_bytes_cum,aulc_running
20251125-111034,cifar100_v4_s43,0,0.6169,0.0001,0.5,"warmup (fixed defaults) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.3141859970092775,4.264101143417358,0.0,0.0,0.0036878150328457002,0.6169,False,359289984,359289984,0.6169
20251125-111034,cifar100_v4_s43,1,0.6115,0.0001,0.5,"warmup (fixed defaults) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.237658871459961,3.956168461830139,0.025499999523162842,0.18000000715255737,0.012276349964102259,0.6169,False,359289984,718579968,0.6142000000000001
20251125-111034,cifar100_v4_s43,2,0.6064,0.0001,0.45,"policy_v4 | replay↓ (forget low) | lr↓ (dacc<0) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.1916753559112547,3.7268205300544732,0.04079999774694443,0.20999997854232788,0.008229553665908565,0.6169,False,359289984,1077869952,0.6116
20251125-111034,cifar100_v4_s43,3,0.601,0.0001,0.4,"policy_v4 | replay↓ (forget low) | lr↓ (dacc<0) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.1491705501556395,3.5535255360848232,0.05199999734759331,0.21000000834465027,0.00935760668604032,0.6169,False,359289984,1437159936,0.60895
20251125-111034,cifar100_v4_s43,4,0.6075,0.0001,0.5,"policy_v4 | replay↑ (forget/div high) | lr↓ (dacc<0) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.1107449798583984,3.420691369216896,0.05220000445842743,0.19999998807907104,0.007792485585436056,0.6169,False,359289984,1796449920,0.60866
20251125-111034,cifar100_v4_s43,5,0.6078,0.00013500000000000003,0.6,"policy_v4 | replay↑ (forget/div high) | lr↑ (loss high & improving) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.099457459640503,3.324321196343978,0.06130000203847885,0.23000001907348633,0.00852513504730178,0.6169,False,359289984,2155739904,0.6085166666666667
20251125-111034,cifar100_v4_s43,6,0.6065,0.00013500000000000003,0.6,"policy_v4 | deadband(|dacc|<0.003) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.1285234310150147,3.265581866745289,0.07000000029802322,0.30000001192092896,0.007919464883252013,0.6169,False,359289984,2515029888,0.6082285714285715
