run_id,tag,round,global_acc,lr,replay_ratio,notes,global_loss,ema_loss,forget_mean,forget_max,divergence,best_acc_so_far,was_rollback,comm_bytes_round,comm_bytes_cum,aulc_running
20251125-120534,cifar100_v4_s44,0,0.6248,0.0001,0.5,"warmup (fixed defaults) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.3513121742248537,4.278002826461792,0.0,0.0,0.0020393075315399906,0.6248,False,359289984,359289984,0.6248
20251125-120534,cifar100_v4_s44,1,0.6179,0.0001,0.5,"warmup (fixed defaults) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.25454856338501,3.970966547538757,0.03099999949336052,0.18000000715255737,0.008935005744261891,0.6248,False,359289984,718579968,0.6213500000000001
20251125-120534,cifar100_v4_s44,2,0.6143,0.0001,0.45,"policy_v4 | replay↓ (forget low) | lr↓ (dacc<0) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.2378649269104005,3.7510360613502503,0.04259999841451645,0.20000000298023224,0.005289861267971196,0.6248,False,359289984,1077869952,0.6190000000000001
20251125-120534,cifar100_v4_s44,3,0.6192,0.0001,0.4,"policy_v4 | replay↓ (forget low) | lr↓ (dacc<0) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.216629503250122,3.590714093920212,0.04659999907016754,0.22999998927116394,0.00419973576726148,0.6248,False,359289984,1437159936,0.6190500000000001
20251125-120534,cifar100_v4_s44,4,0.6328,0.00013500000000000003,0.35000000000000003,"policy_v4 | replay↓ (forget low) | lr↑ (loss high & improving) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.1664139583587647,3.463424053251778,0.04689999669790268,0.19999998807907104,0.003735654399112582,0.6328,False,359289984,1796449920,0.6218000000000001
20251125-120534,cifar100_v4_s44,5,0.6256,0.00018225000000000004,0.30000000000000004,"policy_v4 | replay↓ (forget low) | lr↑ (loss high & improving) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.1337313026428224,3.3645162280690912,0.06619999557733536,0.33000001311302185,0.004940395571701808,0.6328,False,359289984,2155739904,0.6224333333333335
20251125-120534,cifar100_v4_s44,6,0.6221,0.00012150000000000003,0.4,"policy_v4 | replay↑ (forget/div high) | lr↓ (dacc<0) | clamped(lr∈[0.0001,0.002], rep∈[0.20,0.70])",3.1225114933013915,3.291914807638781,0.07529999315738678,0.2799999713897705,0.006079130052767968,0.6328,False,359289984,2515029888,0.6223857142857144
