round,client,layer,shrinkage_factor,raw_update_energy_sum,retained_update_energy_sum,retained_energy_fraction,projected_step_count,source_file,source_sha256,derivation
3,1,layer4_1_conv2,0.9631839751493123,0.2104948749765746,0.1952810147777193,0.9277233699844312,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,1,fc,0.3701756561873952,0.008138991193845299,0.0011152860970469192,0.13703001643376858,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,2,layer4_1_conv2,0.9638732114292027,0.2256474075838916,0.2096380777657024,0.9290515677108445,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,2,fc,0.3721675284784162,0.0102389643434426,0.0014181853257466538,0.13850866925373273,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,3,layer4_1_conv2,0.9581421672274101,0.1588938916102045,0.1458703782409422,0.9180364126192382,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,3,fc,0.32130032674300496,0.0113965418422588,0.0011765094604925252,0.10323389996516176,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,0,layer4_1_conv2,0.9622690109288696,0.1817604042589659,0.1683031637221568,0.9259616493940249,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,0,fc,0.37124479674764904,0.0071886298246676,0.0009907563653541729,0.13782269911220324,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,1,layer4_1_conv2,0.9647784345146911,0.1830717790871853,0.1704027410596602,0.9307974277046182,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,1,fc,0.3776090327110193,0.0070995828718873,0.0010123194515472278,0.14258858158495166,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,2,layer4_1_conv2,0.9661903952502,0.1928776130080216,0.1800558576360336,0.9335238798737376,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,2,fc,0.38133656860160825,0.0086209583096199,0.001253638882189989,0.1454175785528491,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,3,layer4_1_conv2,0.9593018597433483,0.1301859915256492,0.1198049681261174,0.9202600581070466,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,3,fc,0.3256460242330436,0.0100827343994744,0.001069226927938871,0.10604533309878802,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,0,layer4_1_conv2,0.9644767615339928,0.15400952566415,0.1432620361447329,0.9302154235390983,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,0,fc,0.3739588521592613,0.0064457629341624,0.0009014091556309722,0.13984522310827222,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,1,layer4_1_conv2,0.9666544417214863,0.1683268323540683,0.1572880949825042,0.9344208096998784,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,1,fc,0.3795120826013951,0.0064888173365028005,0.0009345806029159576,0.14402942084044812,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,2,layer4_1_conv2,0.9672649385404426,0.1702937819063657,0.1593271112069478,0.9356014613296462,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,2,fc,0.3798671417387709,0.0076268335687919,0.0011005448031937703,0.14429904537278346,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,3,layer4_1_conv2,0.9611235792018918,0.1116329710930577,0.1031219097785644,0.9237585344978552,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,3,fc,0.32803923969367127,0.0089599073980927,0.0009641733304306399,0.10760974277880192,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,0,layer4_1_conv2,0.9658879147540713,0.14627981744706559,0.1364702144637696,0.9329394638679681,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,0,fc,0.3755769680128753,0.00587318939506,0.0008284606956294738,0.14105805890174436,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,1,layer4_1_conv2,0.9673217481565788,0.1544309742748732,0.1445028176531191,0.9357113644566997,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,1,fc,0.3771594969346822,0.0059278703411103995,0.000843235324282432,0.14224928612802257,12,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,2,layer4_1_conv2,0.9682797806996105,0.1491707358509293,0.1398573704063886,0.9375657337116858,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,2,fc,0.38247380938098635,0.0067873591033269,0.0009928970721375663,0.14628621486240306,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,3,layer4_1_conv2,0.9638170559115941,0.0961148533970109,0.0892852507531635,0.9289433172660929,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,3,fc,0.32857508211740155,0.0081544869753989,0.0008803713353700005,0.10796158458845716,15,fcl_run_update_energy_steps_20260823-161257_full_s42_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,d60099bd0039a1a92c9efa33b61ce02279d042ea547d0ef8313cad2799fc810e,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
