round,step_layer_count,raw_update_energy_sum,projected_update_energy_sum,removed_displacement_energy_sum,removed_energy_sum,raw_update_norm,projected_update_norm,removed_displacement_norm,retained_norm_fraction,retained_energy_fraction,removed_energy_fraction,run_id,tag,update_control,projection_lambda
0,850,2.135680268618671,2.135680268618671,0.0,0.0,1.4613966842095514,1.4613966842095514,0.0,1.0,1.0,0.0,20260823-165812,full_s42_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
1,106,0.686219761519169,0.6046373049548492,0.010754977720807801,0.08158245656431973,0.8283838249985142,0.7775842751463338,0.10370620868977808,0.9386763136613978,0.8811132218289508,0.1188867781710492,20260823-165812,full_s42_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
2,108,0.9617006300250068,0.849489285988966,0.018836228546206257,0.11221134403604083,0.9806633622324262,0.9216774305520159,0.13724514033730395,0.9398509886755306,0.8833198809143724,0.11668011908562753,20260823-165812,full_s42_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
3,108,0.8358321479754522,0.7421084751476883,0.017045923134901386,0.09372367282776395,0.9142385618510369,0.8614571812618943,0.1305600365153954,0.9422673875380214,0.8878678296177278,0.11213217038227219,20260823-165812,full_s42_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
4,108,0.7212166996323504,0.6427691926874104,0.0146190156974626,0.07844750694493996,0.8492447819282438,0.801728877294195,0.12090912164705606,0.9440492239161458,0.8912289371766772,0.10877106282332287,20260823-165812,full_s42_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
5,108,0.6386702013842296,0.5708088941573806,0.013068287034911918,0.06786130722684902,0.7991684436864543,0.7555189568484569,0.11431660874480103,0.9453813683675393,0.893745931656481,0.10625406834351908,20260823-165812,full_s42_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
6,108,0.5797796771221329,0.5194707747432403,0.011860989250635612,0.060308902378892526,0.7614326477910787,0.7207432099876074,0.10890816888845213,0.9465620000383335,0.89597961991657,0.1040203800834299,20260823-165812,full_s42_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
