run_id,tag,round,client,epoch,epochs_total,lr,replay_ratio,cl_batch,cl_batch_size,train_loss,train_acc,val_loss,val_acc
20251015-122621,controller_v2,5,2,2,20,0.001,0.4,6,1001,0.369,90.0,1.7937,53.04
20251015-122621,controller_v2,5,2,3,20,0.001,0.4,6,1001,0.1737,96.43,1.9147,51.34
20251015-122621,controller_v2,5,2,4,20,0.001,0.4,6,1001,0.0926,98.36,1.8947,51.86
20251015-122621,controller_v2,5,2,5,20,0.001,0.4,6,1001,0.0568,99.64,1.8243,52.38
20251015-122621,controller_v2,5,2,6,20,0.001,0.4,6,1001,0.0319,99.86,1.7693,53.7
20251015-122621,controller_v2,5,3,1,20,0.001,0.4,6,1001,0.8613,75.64,1.6262,57.26
20251015-122621,controller_v2,5,3,2,20,0.001,0.4,6,1001,0.3001,92.93,1.733,56.04
20251015-122621,controller_v2,5,3,3,20,0.001,0.4,6,1001,0.1376,97.86,1.8386,52.92
20251015-122621,controller_v2,5,3,4,20,0.001,0.4,6,1001,0.0773,99.21,1.8691,52.48
20251015-122621,controller_v2,5,3,5,20,0.001,0.4,6,1001,0.0456,99.64,1.8767,52.54
20251015-122621,controller_v2,5,3,6,20,0.001,0.4,6,1001,0.025,99.79,1.7903,54.46
20251015-122621,controller_v2,6,0,1,20,0.001,0.45,7,1003,0.7188,79.7,1.3364,64.46
20251015-122621,controller_v2,6,0,2,20,0.001,0.45,7,1003,0.2941,92.09,1.7983,55.18
20251015-122621,controller_v2,6,0,3,20,0.001,0.45,7,1003,0.1388,97.25,1.9388,53.2
20251015-122621,controller_v2,6,0,4,20,0.001,0.45,7,1003,0.0861,98.97,1.9124,53.24
20251015-122621,controller_v2,6,0,5,20,0.001,0.45,7,1003,0.0466,99.11,1.8824,53.32
20251015-122621,controller_v2,6,0,6,20,0.001,0.45,7,1003,0.0285,99.79,1.9211,52.98
20251015-122621,controller_v2,6,1,1,20,0.001,0.45,7,1003,0.8117,77.15,1.3254,64.64
20251015-122621,controller_v2,6,1,2,20,0.001,0.45,7,1003,0.3184,91.88,1.5742,58.68
20251015-122621,controller_v2,6,1,3,20,0.001,0.45,7,1003,0.1515,96.63,1.7295,55.22
20251015-122621,controller_v2,6,1,4,20,0.001,0.45,7,1003,0.0775,99.17,1.8945,52.3
20251015-122621,controller_v2,6,1,5,20,0.001,0.45,7,1003,0.0429,99.59,1.9189,52.3
20251015-122621,controller_v2,6,1,6,20,0.001,0.45,7,1003,0.0267,99.79,1.8252,53.0
20251015-122621,controller_v2,6,2,1,20,0.001,0.45,7,1003,0.7648,78.87,1.366,63.58
20251015-122621,controller_v2,6,2,2,20,0.001,0.45,7,1003,0.2959,91.95,1.889,53.8
20251015-122621,controller_v2,6,2,3,20,0.001,0.45,7,1003,0.1313,97.8,1.8584,53.82
20251015-122621,controller_v2,6,2,4,20,0.001,0.45,7,1003,0.0795,99.04,1.9179,52.82
20251015-122621,controller_v2,6,2,5,20,0.001,0.45,7,1003,0.0437,99.31,1.8309,53.72
20251015-122621,controller_v2,6,2,6,20,0.001,0.45,7,1003,0.0278,99.93,1.7152,55.92
20251015-122621,controller_v2,6,3,1,20,0.001,0.45,7,1003,0.7801,79.28,1.3741,62.94
20251015-122621,controller_v2,6,3,2,20,0.001,0.45,7,1003,0.2754,93.05,1.7032,56.3
20251015-122621,controller_v2,6,3,3,20,0.001,0.45,7,1003,0.1413,97.11,1.7869,54.22
20251015-122621,controller_v2,6,3,4,20,0.001,0.45,7,1003,0.0703,99.04,1.8322,52.36
20251015-122621,controller_v2,6,3,5,20,0.001,0.45,7,1003,0.0501,99.38,1.7798,54.48
20251015-122621,controller_v2,6,3,6,20,0.001,0.45,7,1003,0.026,99.79,1.7508,55.44
