run_id,tag,raw_update_norm,raw_update_energy,projected_update_norm,projected_update_energy,removed_displacement_norm,removed_displacement_energy,removed_energy,retained_norm_fraction,retained_energy_fraction,layer,basis_rank,projection_lambda,shrinkage_factor,round,client,epoch,batch,local_optimizer_step,update_control
20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,0.05232254789232776,0.002737649017944932,0.04968808586896821,0.0024689058773219585,0.0026344625974762657,6.940393177501392e-06,0.00026874314062297344,0.9496495845580591,0.9018343334512945,layer4_1_conv2,,0.0,0.949649545340808,1,0,1,1,111,shrinkage
20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,0.008393256396840177,7.044675294309855e-05,0.0030396652547218903,9.239564860763494e-06,0.005353591250626027,2.866093927877955e-05,6.120718808233505e-05,0.3621556534203147,0.1311567173042951,fc,,0.0,0.3621556549114053,1,0,1,1,111,shrinkage
20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,0.06848941083470561,0.00469079939648509,0.06504093874839761,0.00423032371327281,0.0034484711631930956,1.1891953363374341e-05,0.0004604756832122803,0.9496495583144868,0.9018342836069,layer4_1_conv2,,0.0,0.949649545340808,1,0,1,2,112,shrinkage
20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,0.012086472633487378,0.0001460828207200393,0.004377184138992983,1.915974098665174e-05,0.007709288228401678,5.943312498857267e-05,0.00012692307973338757,0.3621556323112287,0.13115670201474589,fc,,0.0,0.3621556549114053,1,0,1,2,112,shrinkage
20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,0.08386909812719537,0.0070340256206691265,0.07964625436504583,0.00634352583438158,0.004222844889634963,1.783241896191612e-05,0.0006904997862875462,0.9496495866004758,0.9018343373304545,layer4_1_conv2,,0.0,0.949649545340808,1,0,1,3,113,shrinkage
20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,0.01533985395849489,0.00023531111946795136,0.0055554147584941874,3.0862633138895035e-05,0.009784439336308178,9.573525312589481e-05,0.00020444848632905632,0.36215564851696097,0.13115671375274057,fc,,0.0,0.3621556549114053,1,0,1,3,113,shrinkage
20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,0.0970559312924516,0.009419853799045086,0.09216912357183221,0.008495147339999676,0.0048868077294669104,2.3880889784777537e-05,0.0009247064590454102,0.9496495715867758,0.9018343088149468,layer4_1_conv2,,0.0,0.949649545340808,1,0,1,4,114,shrinkage
20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,0.01803970699911228,0.00032543102861382067,0.00653318166461978,4.268246266292408e-05,0.011506525126731061,0.00013240012049209327,0.0002827485659508966,0.36215564171531567,0.1311567088262321,fc,,0.0,0.3621556549114053,1,0,1,4,114,shrinkage
20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,0.11145636216616138,0.01242252066731453,0.10584448625231356,0.011203055270016193,0.005611875426082383,3.149314579786733e-05,0.001219465397298336,0.94964956863134,0.9018343032016901,layer4_1_conv2,,0.0,0.949649545340808,1,0,1,5,115,shrinkage
20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,0.020424977110769436,0.0004171796899754554,0.007397020882793583,5.471591794048436e-05,0.013027956313175274,0.00016972764569800347,0.00036246377203497104,0.36215565102853264,0.1311567155719003,fc,,0.0,0.3621556549114053,1,0,1,5,115,shrinkage
