round,client,layer,shrinkage_factor,raw_update_energy_sum,retained_update_energy_sum,retained_energy_fraction,projected_step_count,source_file,source_sha256,derivation
2,2,layer4_1_conv2,0.9551094320464086,0.1924269702285523,0.1755384299904105,0.9122340271840134,9,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
2,2,fc,0.3338915440151166,0.0061528490623454,0.0006859415370854549,0.11148356316479854,9,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
2,3,layer4_1_conv2,0.9554151650813741,0.244512097910046,0.2231950778514141,0.9128181376674693,12,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
2,3,fc,0.3520136519619947,0.0095341340638691,0.0011814089812102395,0.12391361116762031,12,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,0,layer4_1_conv2,0.958481713651625,0.1964297154918304,0.1804574644193045,0.9186871954045558,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,0,fc,0.3387979066471441,0.0112506946898059,0.0012913999817101285,0.11478402154848698,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,1,layer4_1_conv2,0.9630956733286804,0.2495980104431503,0.2315154522657386,0.9275532759844243,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,1,fc,0.36756341042135254,0.0117044073995196,0.0015812989222459954,0.13510286068057567,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,2,layer4_1_conv2,0.958906106410193,0.1918629519641394,0.1764181610196824,0.9195009209107564,9,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,2,fc,0.33795461990529935,0.006278227025177,0.0007170571843744256,0.11421332511533537,9,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,3,layer4_1_conv2,0.9605471671086554,0.2264789417386049,0.2089609904214735,0.922650860240463,12,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
3,3,fc,0.3553933115986892,0.0090273172245355,0.0011401899391783347,0.126304405929083,12,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,0,layer4_1_conv2,0.962514273844429,0.1667161621153347,0.154451475478708,0.9264337273542684,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,0,fc,0.34530293384785954,0.0097163916216223,0.0011585253669181839,0.11923411612393926,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,1,layer4_1_conv2,0.9670671982868453,0.2144062416627996,0.2005167836323374,0.9352189660023686,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,1,fc,0.38787448321553575,0.0096574318013147,0.001452927921490928,0.1504466147297189,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,2,layer4_1_conv2,0.9619363652758361,0.1831474639475341,0.1694702990353104,0.9253215708400868,9,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,2,fc,0.3423206903017805,0.0059849151875821,0.0007013330396148376,0.1171834550086875,9,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,3,layer4_1_conv2,0.9622840285472485,0.2044893326237793,0.1893551899120207,0.9259905515971217,12,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
4,3,fc,0.3591182929868059,0.0081544384593138,0.0010516448892303742,0.12896594835775738,12,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,0,layer4_1_conv2,0.9644857463062282,0.1475012702867381,0.1372105129994444,0.930232754827882,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,0,fc,0.3489813983670708,0.0085820245149072,0.0010451877424202394,0.1217880164062362,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,1,layer4_1_conv2,0.968392818752583,0.1803886648267501,0.1691657211631529,0.937784651411573,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,1,fc,0.40568602728490616,0.007851732108974,0.0012922471214551479,0.16458115273420965,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,2,layer4_1_conv2,0.9649351948604661,0.1695105126127596,0.1578312264755363,0.9310999302804057,9,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,2,fc,0.34169544717766015,0.0056285222526636,0.0006571624981006607,0.11675577862194114,9,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,3,layer4_1_conv2,0.965085342002574,0.1878175064921374,0.1749312942847603,0.9313897173482252,12,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
5,3,fc,0.36356843020618024,0.0073262131190852,0.0009683935277280398,0.13218200344258615,12,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,0,layer4_1_conv2,0.9656589725897565,0.1276857275515787,0.1190665899775916,0.9324972513431042,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,0,fc,0.3518491605343309,0.0076844573777627,0.000951319161686115,0.12379783176871337,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,1,layer4_1_conv2,0.9694327095524636,0.1643591718748203,0.1544647132977837,0.9397997783502313,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,1,fc,0.4054919724634197,0.0070439792470997995,0.0011581974104046822,0.16442373973227475,15,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,2,layer4_1_conv2,0.9672174166085817,0.1554162018001075,0.1453933380544179,0.9355095309909788,9,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,2,fc,0.3450533037435134,0.005204093002248,0.0006196085887495428,0.11906178242431331,9,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,3,layer4_1_conv2,0.9665301795163525,0.1705547170713538,0.1593289058655494,0.9341805879159124,12,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
6,3,fc,0.3665000425381597,0.0065262778080064,0.0008766245227889158,0.13432228118047287,12,fcl_run_update_energy_steps_20260823-184507_full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal.csv,61c95330b3c507dac8bdb55b3dc947496c342ba7345fa97baa983580ef7815d6,sqrt(sum(projected_update_energy)/sum(raw_update_energy))
