round,step_layer_count,raw_update_energy_sum,projected_update_energy_sum,removed_displacement_energy_sum,removed_energy_sum,raw_update_norm,projected_update_norm,removed_displacement_norm,retained_norm_fraction,retained_energy_fraction,removed_energy_fraction,run_id,tag,update_control,projection_lambda
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
1,96,0.674046358159103,0.590448882840974,0.010539099303969124,0.083597475318129,0.8210032631841989,0.7684067170717431,0.10266011544883984,0.9359362520576788,0.8759766679157749,0.12402333208422517,20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
2,102,1.035884523880668,0.9126257471871213,0.01971527811474516,0.12325877669354668,1.0177841243999968,0.9553144755456819,0.14041110395814557,0.9386219067907531,0.8810110839075092,0.11898891609249089,20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
3,102,0.8957352479337715,0.795745991570584,0.01743589141369739,0.09998925636318745,0.946432907254271,0.8920459582166067,0.1320450355511232,0.9425348076754345,0.8883718636797684,0.11162813632023155,20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
4,102,0.8023644163622521,0.7179843203848577,0.014879336606099969,0.08438009597739438,0.8957479647547362,0.8473395543610942,0.1219808862326388,0.9459575546935274,0.8948356952817579,0.10516430471824212,20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
5,102,0.7197467253135983,0.6474041566980304,0.012879870094366197,0.07234256861556787,0.8483788807564685,0.8046142906374646,0.1134895153499485,0.9484138618821103,0.8994888534101385,0.10051114658986152,20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
6,102,0.6536893882148433,0.589817178726662,0.011577655951896304,0.0638722094881814,0.8085105987028515,0.7679955590539974,0.10759951650400806,0.9498892906118297,0.9022896644190451,0.09771033558095482,20260823-193110,full_s43_fixed_epochs5_pat2_dirichlet_a01_normmatched_lambda075,shrinkage,0.0
