run_id,tag,raw_update_norm,raw_update_energy,projected_update_norm,projected_update_energy,removed_displacement_norm,removed_displacement_energy,removed_energy,retained_norm_fraction,retained_energy_fraction,layer,basis_rank,projection_lambda,shrinkage_factor,round,client,epoch,batch,local_optimizer_step,update_control
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.05232254789232776,0.002737649017944932,0.050554687096777476,0.0025557763874530792,0.010446224413086245,0.00010912360448855907,0.00018187263049185276,0.9662122571097209,0.9335661257890615,layer4_1_conv2,32,0.75,,1,0,1,1,111,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.008393256396840177,7.044675294309855e-05,0.004711214057409341,2.2195537894731387e-05,0.005380587897120281,2.895072611863725e-05,4.825121504836716e-05,0.5613094411345494,0.31506828870678016,fc,32,0.75,,1,0,1,1,111,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.06851618696415104,0.004694467876106501,0.06553212729673127,0.004294459708034992,0.01549209052480302,0.00024000486882869154,0.0004000081680715084,0.9564473768953154,0.9147915847699298,layer4_1_conv2,32,0.75,,1,0,1,2,112,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.012088352507736424,0.0001461282663512975,0.005427234935094796,2.9454879040713422e-05,0.00836684039516908,7.00040181982331e-05,0.00011667338731058408,0.4489639867485185,0.20156866139712393,fc,32,0.75,,1,0,1,2,112,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.08394490745148496,0.007046747487038374,0.07982405912898088,0.006371880415827036,0.02012263040380991,0.000404920254368335,0.000674867071211338,0.9509100855833849,0.9042299908642004,layer4_1_conv2,32,0.75,,1,0,1,3,113,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.015346971809302614,0.00023552954371552914,0.0061522939728244535,3.78507211280521e-05,0.0108906964672525,0.0001186072695418261,0.00019767882258747704,0.4008799943905039,0.16070476990253046,fc,32,0.75,,1,0,1,3,113,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.0972056866768007,0.00944894552230835,0.09213570194279289,0.008488987572491169,0.023999476549793706,0.000575974874664098,0.0009599579498171806,0.9478427146874132,0.8984058117860049,layer4_1_conv2,32,0.75,,1,0,1,4,114,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.01805546629085213,0.00032599986298009753,0.006835891199806637,4.6729408495593816e-05,0.012944583730365621,0.00016756224795244634,0.0002792704544845037,0.3786050766946998,0.1433418040989995,fc,32,0.75,,1,0,1,4,114,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.1116763908270587,0.012471616268157959,0.1058754936840658,0.011209620162844658,0.027517219768559618,0.0007571973837912083,0.001261996105313301,0.9480561907487132,0.8988105408169605,layer4_1_conv2,32,0.75,,1,0,1,5,115,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.02045261029411997,0.00041830926784314215,0.007417661912564798,5.5021708249114454e-05,0.01476389169295945,0.00021797249792143703,0.0003632875595940277,0.36267556101126813,0.13153356255483808,fc,32,0.75,,1,0,1,5,115,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.11771211023797837,0.013856140896677971,0.11152831699900256,0.012438565492630005,0.0291641068098006,0.0008505451260134578,0.001417575404047966,0.9474668050171385,0.8976933466093845,layer4_1_conv2,32,0.75,,1,0,2,1,116,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.022280003167527304,0.0004963985411450267,0.007883555298019575,6.215044413693249e-05,0.016141523550610003,0.00026054878253489733,0.0004342480970080942,0.3538399540943384,0.12520271311348347,fc,32,0.75,,1,0,2,1,116,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.12173855904997757,0.014820276759564877,0.1154389626186242,0.013326154090464115,0.029941166867769247,0.0008964734734036028,0.0014941226691007614,0.9482530721530292,0.8991838888476581,layer4_1_conv2,32,0.75,,1,0,2,2,117,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.023716069540827365,0.0005624519544653594,0.00826944016301476,6.83836406096816e-05,0.017217459360273843,0.0002964409068226814,0.0004940683138556778,0.34868510352353566,0.12158130141921882,fc,32,0.75,,1,0,2,2,117,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.12446997821751624,0.015492775477468967,0.11817356733446731,0.013964992016553879,0.03027655793074456,0.0009166699601337314,0.0015277834609150887,0.9494142204150972,0.9013873619264067,layer4_1_conv2,32,0.75,,1,0,2,3,118,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.024841224239121787,0.0006170864216983318,0.008585107349342314,7.370406819973141e-05,0.018056282706037537,0.0003260293451603502,0.0005433823534986004,0.3455992050432786,0.11943881052654615,fc,32,0.75,,1,0,2,3,118,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.12640486955773056,0.015978191047906876,0.1201546773323945,0.014437146484851837,0.030407673343000725,0.0009246265981346369,0.0015410445630550385,0.9505541815975569,0.9035532521526013,layer4_1_conv2,32,0.75,,1,0,2,4,119,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.025651219173929027,0.0006579850451089442,0.008845100965406454,7.823581108823419e-05,0.018650723213430597,0.000347849476383999,0.00057974923402071,0.34482185448699043,0.11890211133184721,fc,32,0.75,,1,0,2,4,119,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.12894637032588907,0.01662716642022133,0.12237886723826387,0.014976587146520615,0.0314697810898361,0.0009903471218422055,0.0016505792737007141,0.9490679491712174,0.9007299721440605,layer4_1_conv2,32,0.75,,1,0,2,5,120,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.026274468399371646,0.0006903476896695793,0.008935589412421197,7.98447581473738e-05,0.019139009463484888,0.0003663016832433641,0.0006105029315222055,0.34008640162001874,0.11565876056685269,fc,32,0.75,,1,0,2,5,120,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.1327553443780284,0.017623981460928917,0.12596520661026675,0.015867233276367188,0.032466126241288175,0.0010540493531152606,0.0017567481845617294,0.9488522454627035,0.9003205837196145,layer4_1_conv2,32,0.75,,2,0,1,1,121,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.027410245406647445,0.0007513215532526374,0.009211910221414888,8.48592899274081e-05,0.019996931240620748,0.000399877259042114,0.0006664622633252293,0.33607543766028614,0.11294669979855289,fc,32,0.75,,2,0,1,1,121,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.1372337043873514,0.018833089619874954,0.1301753757410394,0.016945628449320793,0.033652293265554474,0.0011324768420308828,0.001887461170554161,0.9485670908774029,0.8997795258956192,layer4_1_conv2,32,0.75,,2,0,1,2,122,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.02835682866064355,0.0008041097316890955,0.009473752850541885,8.975199307315052e-05,0.020703009079887542,0.0004286145849619061,0.000714357738615945,0.3340907040035302,0.11161659850157443,fc,32,0.75,,2,0,1,2,122,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.13965195871462097,0.0195026695728302,0.1325110070811898,0.017559166997671127,0.03414822049563981,0.0011661009630188346,0.0019435025751590729,0.9488660832317882,0.9003468439076346,layer4_1_conv2,32,0.75,,2,0,1,3,123,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.029066144829404846,0.000844840775243938,0.009668000463833475,9.347023296868429e-05,0.021232574824737727,0.00045082223368808627,0.0007513705422752537,0.33262066643433275,0.11063650773921967,fc,32,0.75,,2,0,1,3,123,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.1407806541692761,0.019819192588329315,0.13365644300106616,0.01786404475569725,0.034250371936728564,0.0011730879778042436,0.001955147832632065,0.9493949562157616,0.9013507828879281,layer4_1_conv2,32,0.75,,2,0,1,4,124,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.029508866794634155,0.0008707732195034623,0.00979416706986376,9.592570859240368e-05,0.021561734631463537,0.000464908400317654,0.0007748475109110586,0.3319059026571876,0.11016152821868251,fc,32,0.75,,2,0,1,4,124,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.14228545812654642,0.020245151594281197,0.13551426695920943,0.018364116549491882,0.03359496092277261,0.0011286213994026184,0.0018810350447893143,0.9524112213820558,0.9070871346144592,layer4_1_conv2,32,0.75,,2,0,1,5,125,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.02985408694126465,0.0008912665070965886,0.009890881072269209,9.78295283857733e-05,0.021818847888879517,0.0004760621231980622,0.0007934369787108153,0.33130743846658806,0.10976461878329204,fc,32,0.75,,2,0,1,5,125,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.14031235059802422,0.019687555730342865,0.13370959156149095,0.017878254875540733,0.032948151326936834,0.0010855806758627295,0.0018093008548021317,0.9529424244666155,0.9080992643483111,layer4_1_conv2,32,0.75,,2,0,2,1,126,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.029924897403559095,0.0008954994846135378,0.009912637463957551,9.826038149185479e-05,0.021871063025024246,0.0004783433978445828,0.000797239103121683,0.33125050790578814,0.10972689898784262,fc,32,0.75,,2,0,2,1,126,projection
20260823-184507,full_s43_fixed_epochs5_pat2_dirichlet_a01_lambda075_energycal,0.1373468141788998,0.01886414736509323,0.13100866086554233,0.017163269221782684,0.03194568431397177,0.001020526746287942,0.0017008781433105469,0.9538529280693634,0.9098354083864982,layer4_1_conv2,32,0.75,,2,0,2,2,127,projection
